allo	7	10	5	 pA_B	
apporter	2	2	1	 pA_I	
ça	2	2	1	 pA_I	
au	2	2	1	 pA_I	
maître	3	3	1	 pA_I	
de	2	2	2	 pA_I	
cérémonie	2	4	1	 pA_I	
et	5	11	2	 pA_I	
entre	2	3	1	 pA_I	
temps	2	3	2	 pA_I	
l-	2	2	2	 pA_I	
l	2	3	2	 pA_I	
eau	2	3	2	 pA_I	
s	2	3	1	 pA_I	
est	2	3	1	 pA_I	
changée	2	2	1	 pA_I	
en	1	1	1	 pA_I	
vin	1	2	1	 pA_I	
bon	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
quelque	2	3	2	 pA_B	
chose	3	3	2	 pA_I	
d	2	3	1	 pA_I	
absolument	2	3	1	 pA_I	
d	2	2	1	 pA_L	
extraordinaire	2	2	1	 pA_L	
	 	 	 	 	 
bien	1	2	1	 pA_U	
	 	 	 	 	 
donc	5	5	4	 pA_B	
ici	4	5	3	 pA_I	
les	3	4	2	 pA_I	
deux	4	5	2	 pA_I	
personnages	3	4	2	 pA_I	
clés	4	4	3	 pA_I	
fondamentaux	2	4	1	 pA_I	
c	2	3	2	 pA_I	
est	2	3	2	 pA_I	
bien	2	3	2	 pA_I	
Jésus	2	3	1	 pA_I	
et	2	3	1	 pA_I	
Marie	2	3	1	 pA_I	
dans	4	5	3	 pA_I	
cette	2	3	1	 pA_I	
oeuvre	3	4	1	 pA_I	
fondamentale	2	3	2	 pA_I	
de	2	3	2	 pA_I	
la	2	3	2	 pA_I	
transformation	2	3	1	 pA_I	
de	2	2	2	 pA_I	
l	2	2	2	 pA_I	
eau	2	2	2	 pA_I	
en	2	4	2	 pA_I	
vin	1	2	1	 pA_L	
	 	 	 	 	 
si	4	5	4	 pA_B	
on	4	5	3	 pA_I	
regarde	4	5	3	 pA_I	
ce	3	5	2	 pA_I	
qu	3	4	2	 pA_I	
ont	3	4	2	 pA_I	
dit	4	4	3	 pA_I	
les	2	4	2	 pA_I	
exégètes	2	3	1	 pA_I	
hé	2	3	2	 pA_I	
bien	4	5	2	 pA_I	
quand	3	3	2	 pA_I	
même	4	5	3	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qui	3	4	3	 pA_I	
paraît	3	3	2	 pA_I	
fondamental	3	5	2	 pA_I	
c	4	5	3	 pA_I	
est	4	5	3	 pA_I	
que	4	5	4	 pA_I	
euh	2	2	2	 pA_I	
ces	5	5	2	 pA_I	
noces	5	5	4	 pA_I	
de	3	4	3	 pA_I	
Cana	4	5	3	 pA_I	
nous	4	4	2	 pA_I	
disent	4	5	3	 pA_I	
deux	5	5	4	 pA_I	
choses	3	5	1	 pA_I	
premièrement	5	6	30	 pA_I	
mon	4	4	3	 pA_I	
heure	5	6	3	 pA_I	
n	4	4	3	 pA_I	
est	4	4	3	 pA_I	
pas	5	5	4	 pA_I	
venue	4	5	3	 pA_I	
cette	3	5	3	 pA_I	
heure	6	6	5	 pA_I	
il	4	5	2	 pA_I	
s	4	6	2	 pA_I	
agit	4	6	2	 pA_I	
de	3	3	2	 pA_I	
l	4	5	3	 pA_I	
heure	4	5	3	 pA_I	
de	4	4	3	 pA_I	
l	3	4	2	 pA_I	
institution	3	4	2	 pA_I	
de	2	2	2	 pA_I	
l	3	5	2	 pA_I	
eucharistie	3	5	2	 pA_I	
et	1	3	29	 pA_I	
surtout	3	4	2	 pA_I	
du	2	2	2	 pA_I	
sacrifice	2	3	2	 pA_I	
de	2	2	1	 pA_I	
la	1	1	1	 pA_I	
croix	4	6	2	 pA_I	
hein	3	5	2	 pA_I	
c	2	2	2	 pA_I	
est	2	2	2	 pA_I	
cette	3	3	2	 pA_I	
de	2	2	1	 pA_I	
cette	3	3	2	 pA_I	
heure	2	3	1	 pA_I	
là	3	4	2	 pA_I	
dont	2	3	2	 pA_I	
il	3	3	3	 pA_I	
s	2	3	1	 pA_I	
agit	2	3	1	 pA_L	
	 	 	 	 	 
et	4	4	3	 pA_B	
ça	3	4	3	 pA_I	
c	3	3	2	 pA_I	
est	3	3	2	 pA_I	
donc	3	3	2	 pA_I	
une	2	2	30	 pA_I	
première	2	2	1	 pA_I	
chose	5	6	4	 pA_I	
donc	3	3	3	 pA_I	
ces	3	4	3	 pA_I	
noces	4	6	3	 pA_I	
là	4	5	3	 pA_I	
euh	2	2	1	 pA_I	
cette	3	4	2	 pA_I	
transformation	4	6	3	 pA_I	
de	3	3	2	 pA_I	
l	4	11	2	 pA_I	
eau	4	11	2	 pA_I	
en	2	3	2	 pA_I	
vin	5	5	2	 pA_I	
c	3	5	3	 pA_I	
est	3	5	3	 pA_I	
de	2	2	2	 pA_I	
cela	4	4	2	 pA_I	
dont	3	3	2	 pA_I	
il	2	3	2	 pA_I	
s	2	3	2	 pA_I	
agit	2	3	2	 pA_I	
Jésus	3	5	2	 pA_I	
va	2	4	2	 pA_I	
bientôt	3	3	2	 pA_I	
verser	3	3	2	 pA_I	
euh	1	2	29	 pA_I	
son	1	1	1	 pA_I	
sang	3	3	1	 pA_I	
pour	3	3	2	 pA_I	
le	2	2	2	 pA_I	
salut	2	3	2	 pA_I	
de	2	2	2	 pA_I	
l	1	2	1	 pA_I	
humanité	1	2	1	 pA_L	
	 	 	 	 	 
d	3	3	2	 pA_B	
autre	3	3	2	 pA_I	
part	5	5	4	 pA_I	
lors	3	3	2	 pA_I	
de	2	3	2	 pA_I	
l	3	4	2	 pA_I	
institution	3	4	2	 pA_I	
de	2	2	2	 pA_I	
l	3	7	1	 pA_I	
eucharistie	3	7	1	 pA_I	
Jésus	3	4	2	 pA_I	
reprend	3	4	1	 pA_I	
deux	5	5	4	 pA_I	
éléments	4	6	2	 pA_I	
qui	2	2	2	 pA_I	
sont	3	4	2	 pA_I	
fondamentaux	2	4	1	 pA_I	
c	3	4	2	 pA_I	
est	3	4	2	 pA_I	
le	2	3	2	 pA_I	
pain	3	4	2	 pA_I	
et	3	4	2	 pA_I	
le	2	3	2	 pA_I	
vin	4	6	1	 pA_I	
qu	5	5	4	 pA_I	
il	5	5	4	 pA_I	
considère	4	6	2	 pA_I	
et	2	2	2	 pA_I	
c	3	8	1	 pA_I	
est	3	8	1	 pA_I	
Jean	4	7	2	 pA_I	
qui	3	4	2	 pA_I	
nous	2	2	2	 pA_I	
le	2	2	1	 pA_I	
dit	2	2	2	 pA_I	
toujours	3	4	1	 pA_L	
comme	2	3	29	 pA_B	
la	1	2	29	 pA_I	
v-	2	3	1	 pA_I	
le	2	3	1	 pA_I	
vrai	3	4	1	 pA_I	
euh	1	2	1	 pA_I	
la	2	2	1	 pA_I	
vraie	2	4	30	 pA_I	
nourriture	3	4	1	 pA_I	
et	4	6	2	 pA_I	
la	2	2	2	 pA_I	
vraie	2	3	29	 pA_I	
boisson	2	2	1	 pA_L	
	 	 	 	 	 
j	3	3	3	 pA_B	
ai	3	3	3	 pA_I	
envie	3	3	2	 pA_I	
de	3	3	3	 pA_I	
dire	4	4	3	 pA_I	
que	2	3	2	 pA_I	
par	3	4	3	 pA_I	
rapport	3	4	2	 pA_I	
à	2	2	2	 pA_I	
la	2	2	2	 pA_I	
thématique	3	3	2	 pA_I	
que	2	2	1	 pA_I	
j	2	2	1	 pA_I	
avais	2	2	1	 pA_I	
proposée	2	3	1	 pA_I	
l	2	3	1	 pA_I	
accord	2	3	1	 pA_I	
parfait	3	4	2	 pA_I	
nous	6	8	4	 pA_I	
sommes	3	5	2	 pA_I	
là	2	3	2	 pA_I	
dans	3	3	3	 pA_I	
l	3	5	2	 pA_I	
archétype	3	5	2	 pA_I	
de	2	2	1	 pA_I	
l	1	2	1	 pA_I	
accord	1	2	1	 pA_I	
parfait	1	1	1	 pA_L	
	 	 	 	 	 
voilà	1	1	30	 pA_U	
	 	 	 	 	 
bien	2	3	1	 pA_U	
	 	 	 	 	 
je	1	2	30	 pA_B	
passe	1	2	1	 pA_I	
un	1	1	1	 pA_I	
ange	2	2	1	 pA_I	
est	1	1	1	 pA_I	
passé	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
bien	3	4	1	 pA_B	
alors	4	5	2	 pA_I	
il	7	7	6	 pA_I	
ressort	6	8	4	 pA_I	
de	4	5	3	 pA_I	
ces	4	6	3	 pA_I	
deux	4	7	29	 pA_I	
extraits	3	4	1	 pA_I	
là	1	2	1	 pA_I	
euh	5	5	4	 pA_I	
j	2	3	2	 pA_I	
aurais	2	3	2	 pA_I	
pu	3	3	3	 pA_I	
en	2	3	2	 pA_I	
sortir	2	3	2	 pA_I	
bien	2	3	2	 pA_I	
d	4	6	2	 pA_I	
autres	4	6	2	 pA_I	
que	6	10	3	 pA_I	
le	4	10	3	 pA_I	
vin	6	7	3	 pA_I	
présente	5	7	4	 pA_I	
ces	4	5	3	 pA_I	
deux	6	6	4	 pA_I	
caractéristiques	5	7	4	 pA_I	
le	4	4	3	 pA_I	
vin	4	5	3	 pA_I	
aliment	4	6	2	 pA_I	
et	3	3	2	 pA_I	
le	3	3	2	 pA_I	
vin	4	5	2	 pA_I	
festif	3	4	2	 pA_I	
le	2	2	2	 pA_I	
vin	3	4	1	 pA_I	
lieu	4	7	2	 pA_I	
et	3	3	2	 pA_I	
l	2	3	1	 pA_I	
objet	2	3	1	 pA_I	
de	2	2	2	 pA_I	
la	2	2	2	 pA_I	
fête	2	3	1	 pA_I	
voilà	2	2	1	 pA_L	
	 	 	 	 	 
et	5	5	4	 pA_B	
bien	3	4	2	 pA_I	
entendu	5	8	3	 pA_I	
c	5	6	29	 pA_I	
est	5	6	29	 pA_I	
ce	3	5	29	 pA_I	
ce	7	11	1	 pA_I	
le	3	4	1	 pA_I	
le	3	6	3	 pA_I	
vin	6	8	3	 pA_I	
est	4	7	2	 pA_I	
quand	4	5	4	 pA_I	
même	5	5	4	 pA_I	
à	3	3	2	 pA_I	
relier	5	8	2	 pA_I	
à	4	4	30	 pA_I	
une	2	3	29	 pA_I	
civilisation	3	6	1	 pA_I	
civilisation	3	4	2	 pA_I	
méditerranéenne	2	3	2	 pA_I	
certes	5	6	3	 pA_I	
judéo	3	3	2	 pA_I	
chrétienne	4	6	1	 pA_I	
et	5	5	4	 pA_I	
comme	5	6	4	 pA_I	
cette	4	5	3	 pA_I	
civilisation	3	5	2	 pA_I	
c	3	4	2	 pA_I	
est	3	4	2	 pA_I	
aussi	2	4	2	 pA_I	
une	2	4	2	 pA_I	
interprétation	2	2	1	 pA_I	
un	3	3	3	 pA_I	
peu	3	3	2	 pA_I	
personnelle	3	6	2	 pA_I	
a	4	4	3	 pA_I	
tendance	4	6	3	 pA_I	
à	3	4	2	 pA_I	
perdre	5	5	5	 pA_I	
de	3	3	2	 pA_I	
son	2	2	2	 pA_I	
influence	3	4	1	 pA_I	
en	3	3	3	 pA_I	
Europe	2	3	30	 pA_L	
	 	 	 	 	 
mais	5	8	2	 pA_B	
le	5	7	4	 pA_I	
vin	4	8	2	 pA_I	
s	5	8	3	 pA_I	
il	5	8	3	 pA_I	
a	3	3	2	 pA_I	
perdu	4	4	3	 pA_I	
son	3	4	3	 pA_I	
aspect	3	4	2	 pA_I	
nourriture	5	8	3	 pA_I	
n	2	2	2	 pA_I	
est	2	2	2	 pA_I	
ce	2	2	2	 pA_I	
pas	4	5	4	 pA_I	
le	3	6	2	 pA_I	
l	2	3	1	 pA_I	
aspect	2	3	1	 pA_I	
vin	4	7	1	 pA_I	
continue	6	8	4	 pA_I	
à	3	3	3	 pA_I	
garder	3	6	2	 pA_I	
son	3	5	3	 pA_I	
aspect	6	20	2	 pA_I	
festif	2	4	1	 pA_L	
	 	 	 	 	 
en	3	3	3	 pA_B	
fait	6	7	2	 pA_I	
ce	3	4	3	 pA_I	
sont	4	4	3	 pA_I	
les	3	3	2	 pA_I	
modes	5	7	3	 pA_I	
de	3	3	2	 pA_I	
consommation	2	4	2	 pA_I	
du	1	2	1	 pA_I	
vin	3	4	1	 pA_I	
qui	3	4	3	 pA_I	
ont	2	3	2	 pA_I	
changé	2	3	1	 pA_L	
alors	2	3	1	 pA_B	
comment	5	5	4	 pA_I	
le	2	4	29	 pA_I	
comprendre	5	7	2	 pA_I	
hé	4	5	3	 pA_I	
bien	3	3	3	 pA_I	
tout	5	5	4	 pA_I	
simplement	5	7	3	 pA_I	
parce	4	6	3	 pA_I	
que	4	6	3	 pA_I	
auparavant	4	6	2	 pA_I	
il	4	6	3	 pA_I	
y	3	3	2	 pA_I	
avait	3	5	2	 pA_I	
toute	4	5	3	 pA_I	
une	3	4	2	 pA_I	
série	3	4	2	 pA_I	
de	2	2	1	 pA_I	
personnes	4	5	2	 pA_I	
qui	4	4	3	 pA_I	
buvaient	2	3	1	 pA_I	
du	2	2	2	 pA_I	
vin	3	3	1	 pA_I	
régulièrement	2	3	1	 pA_I	
qui	3	3	3	 pA_I	
d	2	4	1	 pA_I	
ailleurs	2	4	1	 pA_I	
effectivement	2	4	29	 pA_I	
le	2	2	29	 pA_I	
coupaient	2	3	2	 pA_I	
avec	2	2	1	 pA_I	
de	1	1	1	 pA_I	
l	1	3	1	 pA_I	
eau	1	3	1	 pA_I	
ou	2	3	2	 pA_I	
à	3	3	2	 pA_I	
le	2	2	1	 pA_I	
à	2	2	2	 pA_I	
le	2	2	1	 pA_I	
boire	3	4	2	 pA_I	
d	2	2	2	 pA_I	
une	2	2	2	 pA_I	
manière	2	3	2	 pA_I	
particulière	1	3	30	 pA_L	
	 	 	 	 	 
hé	3	3	3	 pA_B	
bien	4	5	3	 pA_I	
ces	5	6	3	 pA_I	
gens	3	5	2	 pA_I	
là	4	4	2	 pA_I	
euh	1	3	29	 pA_I	
sont	3	4	2	 pA_I	
en	2	3	2	 pA_I	
train	3	3	2	 pA_I	
de	2	2	2	 pA_I	
disparaître	2	3	2	 pA_I	
à	1	2	1	 pA_I	
grande	2	3	2	 pA_I	
vitesse	3	4	2	 pA_I	
et	2	2	2	 pA_I	
la	2	2	1	 pA_I	
plupart	2	3	2	 pA_I	
d	1	3	1	 pA_I	
entre	1	3	1	 pA_I	
eux	2	3	2	 pA_I	
d	2	2	1	 pA_I	
ailleurs	2	2	1	 pA_I	
ont	2	3	2	 pA_I	
disparu	2	3	1	 pA_I	
ce	2	3	2	 pA_I	
sont	2	2	1	 pA_I	
les	2	2	1	 pA_I	
grands	2	3	2	 pA_I	
bataillons	2	3	2	 pA_I	
euh	9	12	2	 pA_I	
de	2	2	2	 pA_I	
paysans	2	3	2	 pA_I	
d	2	3	29	 pA_I	
autrefois	2	3	29	 pA_I	
et	2	2	1	 pA_I	
même	2	2	1	 pA_I	
d	2	4	1	 pA_I	
ouvriers	2	4	1	 pA_I	
qui	3	4	2	 pA_I	
euh	1	3	29	 pA_I	
buvaient	2	3	1	 pA_I	
régulièrement	2	3	1	 pA_I	
du	2	3	1	 pA_I	
vin	3	3	1	 pA_I	
de	2	3	2	 pA_I	
consommation	2	4	1	 pA_I	
courante	2	3	1	 pA_L	
	 	 	 	 	 
cette	4	4	3	 pA_B	
pratique	2	3	2	 pA_I	
là	3	4	3	 pA_I	
je	2	2	2	 pA_I	
ne	2	2	2	 pA_I	
dis	2	2	1	 pA_I	
pas	2	2	2	 pA_I	
qu	1	1	1	 pA_I	
elle	1	1	1	 pA_I	
a	1	1	1	 pA_I	
complètement	3	4	1	 pA_I	
disparu	2	2	1	 pA_I	
mais	2	3	2	 pA_I	
elle	2	2	1	 pA_I	
a	2	2	2	 pA_I	
très	1	3	29	 pA_I	
fortement	2	3	1	 pA_I	
disparu	1	2	1	 pA_L	
	 	 	 	 	 
il	2	2	2	 pA_B	
y	4	4	2	 pA_I	
a	4	4	3	 pA_I	
un	3	3	2	 pA_I	
autre	4	6	2	 pA_I	
euh	2	2	2	 pA_I	
élément	3	4	2	 pA_I	
qui	3	4	2	 pA_I	
nous	2	2	2	 pA_I	
permet	2	3	2	 pA_I	
de	2	2	2	 pA_I	
le	2	2	2	 pA_I	
comprendre	4	6	2	 pA_I	
c	4	4	4	 pA_I	
est	4	4	4	 pA_I	
que	4	4	3	 pA_I	
le	2	4	30	 pA_I	
fait	4	5	4	 pA_I	
que	3	4	2	 pA_I	
la	2	2	2	 pA_I	
transmission	3	4	2	 pA_I	
inch-	4	5	3	 pA_I	
intergénérationnelle	3	7	2	 pA_I	
a	2	3	2	 pA_I	
quasiment	4	5	3	 pA_I	
disparu	4	6	3	 pA_I	
n	3	4	3	 pA_I	
est	3	4	3	 pA_I	
ce	3	3	2	 pA_I	
pas	4	5	4	 pA_I	
autrefois	4	6	2	 pA_I	
il	2	5	30	 pA_I	
y	2	3	2	 pA_I	
avait	3	5	2	 pA_I	
toute	3	4	2	 pA_I	
une	2	2	2	 pA_I	
série	3	4	3	 pA_I	
de	2	3	1	 pA_I	
tout	4	4	3	 pA_I	
un	3	4	3	 pA_I	
rite	6	7	3	 pA_I	
n	3	3	2	 pA_I	
est	3	3	2	 pA_I	
ce	2	2	2	 pA_I	
pas	5	6	4	 pA_I	
qui	4	5	3	 pA_I	
se	3	3	2	 pA_I	
faisait	3	4	2	 pA_I	
en	2	3	2	 pA_I	
famille	4	7	2	 pA_I	
où	5	7	4	 pA_I	
euh	2	3	2	 pA_I	
le	2	3	2	 pA_I	
père	6	8	3	 pA_I	
notamment	4	6	2	 pA_I	
pas	1	1	1	 pA_I	
tellement	2	3	2	 pA_I	
enfin	2	3	1	 pA_I	
le	1	1	1	 pA_I	
pater	2	3	2	 pA_I	
familial	3	5	2	 pA_I	
n	2	2	1	 pA_I	
est	2	2	1	 pA_I	
ce	1	1	1	 pA_I	
pas	3	4	3	 pA_I	
apprenait	3	4	2	 pA_I	
à	3	4	3	 pA_I	
ses	2	2	2	 pA_I	
enfants	3	5	2	 pA_I	
et	3	4	2	 pA_I	
surtout	2	3	2	 pA_I	
à	2	2	2	 pA_I	
ses	2	2	1	 pA_I	
fils	5	6	4	 pA_I	
à	2	2	2	 pA_I	
boire	2	3	1	 pA_I	
le	2	2	2	 pA_I	
vin	3	4	1	 pA_I	
de	3	4	2	 pA_I	
la	2	2	2	 pA_I	
manière	2	3	2	 pA_I	
dont	2	2	2	 pA_I	
on	2	2	2	 pA_I	
le	1	2	1	 pA_I	
buvait	4	14	1	 pA_I	
et	7	14	3	 pA_I	
il	4	4	3	 pA_I	
y	2	3	2	 pA_I	
avait	3	5	1	 pA_I	
un	2	2	2	 pA_I	
âge	2	3	2	 pA_I	
clé	3	5	2	 pA_I	
où	4	5	2	 pA_I	
on	2	2	2	 pA_I	
commençait	2	4	1	 pA_I	
à	4	4	3	 pA_I	
boire	3	4	3	 pA_I	
du	3	3	2	 pA_I	
vin	2	2	2	 pA_L	
moi	2	3	2	 pA_B	
par	1	3	1	 pA_I	
exemple	2	3	1	 pA_I	
dans	3	3	2	 pA_I	
ma	2	3	2	 pA_I	
famille	2	3	2	 pA_I	
n	2	3	2	 pA_I	
est	2	3	2	 pA_I	
ce	2	2	2	 pA_I	
pas	2	2	2	 pA_I	
on	2	3	2	 pA_I	
ne	2	3	2	 pA_I	
buvait	2	2	2	 pA_I	
pas	3	4	3	 pA_I	
de	2	3	2	 pA_I	
vin	3	3	2	 pA_I	
avant	3	4	2	 pA_I	
sept	3	4	3	 pA_I	
ans	2	3	2	 pA_L	
	 	 	 	 	 
à	2	2	2	 pA_B	
partir	3	4	3	 pA_I	
de	2	3	2	 pA_I	
sept	2	4	2	 pA_I	
ans	4	4	3	 pA_I	
on	4	4	3	 pA_I	
pouvait	5	14	2	 pA_I	
commencer	4	14	2	 pA_I	
à	2	3	2	 pA_I	
boire	3	4	2	 pA_I	
du	3	3	2	 pA_I	
vin	2	2	1	 pA_L	
et	2	2	1	 pA_B	
je	1	1	1	 pA_I	
vous	2	2	1	 pA_I	
explique	2	2	1	 pA_I	
pas	4	4	3	 pA_I	
on	3	4	3	 pA_I	
commençait	2	3	2	 pA_I	
avec	2	2	2	 pA_I	
du	2	2	1	 pA_I	
Bourgogne	3	5	2	 pA_I	
et	3	3	2	 pA_I	
c	2	3	2	 pA_I	
était	2	3	2	 pA_I	
du	2	2	2	 pA_I	
rouge	4	5	2	 pA_I	
c	2	2	1	 pA_I	
était	2	2	1	 pA_I	
pas	4	4	4	 pA_I	
forcément	2	4	2	 pA_I	
l	3	4	2	 pA_I	
approche	3	4	2	 pA_I	
la	1	2	1	 pA_I	
plus	3	3	2	 pA_I	
facile	3	3	2	 pA_I	
mais	1	2	1	 pA_I	
enfin	3	4	1	 pA_I	
voilà	4	5	2	 pA_I	
comment	3	4	2	 pA_I	
en	3	3	2	 pA_I	
gros	6	19	2	 pA_I	
j	2	3	1	 pA_I	
ai	2	3	1	 pA_I	
en	2	3	2	 pA_I	
en	3	4	2	 pA_I	
quelque	2	4	1	 pA_I	
sorte	3	3	2	 pA_I	
été	2	3	1	 pA_I	
intronisé	2	3	1	 pA_I	
voilà	1	2	30	 pA_L	
	 	 	 	 	 
bien	2	2	1	 pA_U	
	 	 	 	 	 
ouais	 NA	 NA	 NA	 pA_B	
je	 NA	 NA	 NA	 pA_I	
vais	4	4	4	 pA_I	
voir	 NA	 NA	 NA	 pA_L	
ouais	 NA	 NA	 NA	 pA_U	
la	6	6	5	 pA_B	
fée	12	13	6	 pA_I	
sorcière	5	13	3	 pA_L	
on	5	5	4	 pA_B	
y	4	5	4	 pA_I	
va	6	9	5	 pA_L	
la	4	5	4	 pA_B	
fée	10	14	4	 pA_I	
Marine	8	13	6	 pA_I	
vivait	6	8	4	 pA_I	
avec	5	6	4	 pA_I	
sa	5	6	4	 pA_I	
maman	4	6	3	 pA_I	
là	5	5	4	 pA_I	
haut	6	8	5	 pA_I	
sur	6	8	5	 pA_I	
un	4	5	4	 pA_I	
nuage	4	22	3	 pA_I	
dans	4	5	4	 pA_I	
un	4	5	4	 pA_I	
château	8	13	5	 pA_I	
aux	4	5	4	 pA_I	
tours	8	21	5	 pA_I	
dorées	3	5	2	 pA_L	
pour	21	21	20	 pA_B	
son	6	6	5	 pA_I	
anniversaire	5	22	3	 pA_I	
elle	4	4	3	 pA_I	
reçut	5	8	3	 pA_I	
une	3	4	3	 pA_I	
baguette	4	5	3	 pA_I	
magique	3	4	3	 pA_L	
une	4	5	4	 pA_B	
bête	5	8	2	 pA_I	
baguette	5	21	3	 pA_I	
magique	8	21	3	 pA_L	
Marine	6	10	3	 pA_B	
aurait	5	5	4	 pA_I	
de	4	4	3	 pA_I	
loin	5	7	3	 pA_I	
préféré	9	22	4	 pA_I	
des	4	6	2	 pA_I	
patins	3	4	3	 pA_I	
à	3	3	3	 pA_I	
roulettes	7	9	4	 pA_I	
mais	6	7	6	 pA_I	
il	6	7	5	 pA_I	
n	6	6	5	 pA_I	
en	6	6	5	 pA_I	
était	5	6	4	 pA_I	
pas	4	4	4	 pA_I	
question	6	21	3	 pA_L	
	 	 	 	 	 
pourquoi	10	14	6	 pA_B	
elle	9	14	6	 pA_I	
dit	5	6	4	 pA_I	
bête	6	8	4	 pA_L	
	 	 	 	 	 
parce	1	4	30	 pA_B	
que	1	4	30	 pA_I	
pour	8	22	4	 pA_I	
elle	4	5	4	 pA_I	
c	1	4	1	 pA_I	
est	1	4	1	 pA_I	
euh	1	4	30	 pA_I	
une	4	4	3	 pA_I	
bête	4	4	3	 pA_I	
baguette	3	4	3	 pA_I	
magi-	4	5	4	 pA_I	
c	4	5	4	 pA_I	
est	4	5	4	 pA_I	
une	4	4	4	 pA_I	
simple	8	21	4	 pA_I	
baguette	2	4	29	 pA_I	
magique	4	5	4	 pA_I	
elle	2	3	29	 pA_I	
elle	3	3	3	 pA_I	
voulait	3	3	3	 pA_I	
quelque	30	30	29	 pA_I	
chose	30	1	30	 pA_I	
de	29	30	29	 pA_I	
beaucoup	30	30	30	 pA_I	
plus	4	4	4	 pA_I	
tu	4	5	4	 pA_I	
vois	4	4	4	 pA_I	
elle	4	4	3	 pA_I	
voulait	3	4	3	 pA_I	
des	3	3	2	 pA_I	
rollers	2	3	29	 pA_I	
en	29	29	29	 pA_I	
fait	 NA	 NA	 NA	 pA_L	
mais	5	5	4	 pA_B	
il	6	7	4	 pA_I	
n	5	7	4	 pA_I	
en	5	7	4	 pA_I	
était	4	6	3	 pA_I	
pas	4	4	4	 pA_I	
question	7	18	29	 pA_L	
tu	8	9	7	 pA_B	
pourrais	10	11	8	 pA_I	
te	5	6	4	 pA_I	
casser	7	9	6	 pA_I	
le	5	7	5	 pA_I	
nez	4	5	3	 pA_I	
en	3	4	3	 pA_I	
tombant	8	11	6	 pA_I	
lui	4	5	3	 pA_I	
dit	4	4	4	 pA_I	
sa	4	5	3	 pA_I	
maman	3	4	3	 pA_L	
ce	5	5	5	 pA_B	
ne	4	5	4	 pA_I	
serait	5	5	4	 pA_I	
pas	3	3	2	 pA_I	
digne	4	5	2	 pA_I	
d	3	3	2	 pA_I	
une	3	3	2	 pA_I	
fée	3	4	2	 pA_L	
comme	10	12	9	 pA_B	
cadeau	5	8	3	 pA_I	
Marine	6	9	4	 pA_I	
aurait	5	5	4	 pA_I	
aussi	7	10	6	 pA_I	
apprécié	9	22	5	 pA_I	
de	5	7	4	 pA_I	
recevoir	5	5	4	 pA_I	
un	4	5	3	 pA_I	
bateau	3	4	3	 pA_L	
il	5	5	4	 pA_B	
n	4	5	4	 pA_I	
en	4	5	4	 pA_I	
est	4	4	3	 pA_I	
pas	9	9	9	 pA_I	
question	7	22	2	 pA_L	
	 	 	 	 	 
s	3	4	3	 pA_B	
exclama	3	4	3	 pA_I	
sa	10	22	3	 pA_I	
maman	2	3	29	 pA_L	
	 	 	 	 	 
tu	4	4	4	 pA_B	
pourrais	7	20	3	 pA_I	
basculer	4	6	3	 pA_I	
dans	4	5	3	 pA_I	
l	5	6	4	 pA_I	
eau	5	6	4	 pA_I	
ta	8	8	7	 pA_I	
robe	7	8	7	 pA_I	
serait	8	22	4	 pA_I	
dégoutante	7	12	4	 pA_I	
et	7	8	6	 pA_I	
ton	6	6	5	 pA_I	
chapeau	7	11	5	 pA_I	
bon	7	12	3	 pA_I	
à	10	11	9	 pA_I	
jeter	5	10	3	 pA_L	
les	4	4	4	 pA_B	
fées	11	21	6	 pA_I	
devaient	4	6	4	 pA_I	
toujours	6	7	5	 pA_I	
être	8	22	4	 pA_I	
gentilles	4	5	3	 pA_I	
et	5	5	4	 pA_I	
propres	9	20	6	 pA_I	
manger	4	5	4	 pA_I	
leurs	4	5	3	 pA_I	
tartes	4	4	4	 pA_I	
sans	4	4	4	 pA_I	
faire	4	5	4	 pA_I	
de	4	5	4	 pA_I	
miettes	4	4	3	 pA_I	
boire	4	5	3	 pA_I	
le	5	5	4	 pA_I	
thé	5	5	5	 pA_I	
sans	5	5	5	 pA_I	
en	5	5	4	 pA_I	
renverser	6	22	4	 pA_I	
porter	9	20	5	 pA_I	
une	5	6	5	 pA_I	
robe	5	6	5	 pA_I	
sans	6	6	5	 pA_I	
tache	5	20	3	 pA_I	
raconter	6	9	3	 pA_I	
de	3	3	3	 pA_I	
leurs	3	4	3	 pA_I	
voix	3	4	3	 pA_I	
mielleuses	4	6	3	 pA_I	
des	4	4	3	 pA_I	
histoires	4	5	3	 pA_I	
douces	6	22	3	 pA_I	
et	3	4	3	 pA_I	
tendres	4	5	3	 pA_I	
et	4	7	4	 pA_I	
de	3	4	2	 pA_I	
temps	7	7	6	 pA_I	
en	4	7	4	 pA_I	
temps	4	5	4	 pA_I	
agiter	6	8	5	 pA_I	
leur	4	6	3	 pA_I	
baguette	4	5	2	 pA_I	
magique	5	21	2	 pA_L	
	 	 	 	 	 
regarde	9	12	6	 pA_B	
le	6	9	2	 pA_I	
gros	6	12	1	 pA_I	
ca-	5	8	2	 pA_I	
euh	5	7	5	 pA_I	
gâteau	6	12	3	 pA_I	
regarde	7	11	3	 pA_I	
le	7	8	5	 pA_I	
